2014-06-12 17:29:04,248 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-06-12 17:29:04,249 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/xgerade/intercloud/gateway/src/test/resources
2014-06-12 17:29:04,249 [Worker-12] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of gateway
2014-06-12 17:29:04,249 [Worker-12] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for gateway
2014-06-12 17:29:04,255 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-06-12 17:29:56,677 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-06-12 17:29:56,691 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-06-12 17:29:56,695 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-06-12 17:29:56,695 [Worker-3] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/xgerade/intercloud/gateway/src/test/resources
2014-06-12 17:30:32,387 [Worker-4] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2014-06-12 17:30:32,695 [Worker-4] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: de.tu-berlin.av.intercloud:gateway:0.0.1-SNAPSHOT @ /home/xgerade/intercloud/gateway/pom.xml.
2014-06-12 17:30:32,931 [Worker-4] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /gateway/src/main/java
2014-06-12 17:30:32,931 [Worker-4] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /gateway/src/main/resources
2014-06-12 17:30:32,931 [Worker-4] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /gateway/src/test/java
2014-06-12 17:30:34,517 [Worker-4] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for gateway
2014-06-12 17:30:34,521 [Worker-4] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 2 sec
2014-06-12 17:30:34,931 [Worker-5] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: de.tu-berlin.av.intercloud:gateway:0.0.1-SNAPSHOT @ /home/xgerade/intercloud/gateway/pom.xml.
2014-06-12 17:30:35,479 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-06-12 17:30:35,480 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-06-12 17:30:35,483 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-06-12 17:30:35,484 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/xgerade/intercloud/gateway/src/test/resources
